ACTIVE_MONTHS_BALANCE_SIZE_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_DAYS_CREDIT_MEAN,BURO_MONTHS_BALANCE_SIZE_MEAN,CC_AMT_BALANCE_MEAN,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,CC_AMT_RECIVABLE_MEAN,CC_AMT_TOTAL_RECEIVABLE_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_MAX,CC_CNT_DRAWINGS_CURRENT_MEAN,CC_COUNT,DAYS_BIRTH,DAYS_EMPLOYED_PERC,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,TARGET,SK_ID_CURR
21.0,0.0,-690.5,21.0,239297.514375,229597.291875,236263.53,236263.53,1.625,10.0,3.125,24.0,-13830,0.084526391901663,0.3394026084270504,0.7079724741176917,0.4525335592581747,1.0,1.0,0,100131
8.0,0.5,-733.5,8.0,192715.0356,181626.3552,192650.8272,192650.8272,1.0666666666666669,7.0,1.2666666666666666,75.0,-13286,0.1734908926689748,0.5677754906901958,0.6014083651352106,0.0963186927645401,0.6363636363636364,0.5454545454545454,0,100139
24.666666666666668,0.5714285714285714,-1489.7142857142858,46.285714285714285,1614.42984375,1545.47484375,1587.91171875,1587.91171875,0.0,0.0,0.0,96.0,-16282,0.2687016337059329,0.6470448716896019,0.7464864055627681,0.7394117535524816,0.8333333333333334,0.8333333333333334,0,100145
34.0,0.75,-1396.5625,40.6875,19448.222426470587,18418.26507352941,19345.552279411764,19345.552279411764,0.3382352941176471,7.0,0.4411764705882353,68.0,-16340,0.5291921664626683,0.6177157988717764,0.6605593694772599,0.2115507642052577,1.0,1.0,0,100148
10.0,0.875,-1780.75,52.5,236086.8165,231015.429,234359.163,234359.163,2.4285714285714284,10.0,1.9,10.0,-15323,0.3775370358284931,0.7280918134588762,0.7024628947445616,0.5460231970049609,1.0,0.6666666666666666,0,100188
8.0,0.6363636363636364,-1328.909090909091,25.363636363636363,1845.8624117647057,1767.3019411764708,1817.2503529411763,1817.2503529411763,0.0,1.0,0.0117647058823529,85.0,-17879,0.0525756474075731,0.7311052466018223,0.7488544429116339,0.5082869913916046,0.8181818181818182,0.2727272727272727,0,100193
13.666666666666666,0.25,-524.25,12.25,680653.6823076924,653280.9923076923,672350.5488461538,672350.5488461538,1.3846153846153846,14.0,4.846153846153846,13.0,-13210,0.0170325510976532,0.667166655817305,0.7494092451416423,0.3376727217405312,1.0,0.5,0,100218
23.0,0.8,-1843.8,26.0,9632.536499999998,9383.586,9498.562499999998,9498.562499999998,0.0,15.0,0.8,30.0,-14445,0.2227760470751125,0.6924545824414103,0.3282689967736757,0.7583930617144343,1.0,1.0,0,100284
10.5,0.5384615384615384,-528.3846153846154,11.846153846153848,155272.869,151742.11275,154967.769,154967.769,0.45,21.0,6.5,20.0,-9105,0.0529379461834157,0.3418505435993493,0.4794306372473876,0.0516817674367294,0.8,0.4,0,100302
17.0,0.6923076923076923,-1269.0,42.15384615384615,21848.63527173913,20619.424565217392,21809.399673913045,21809.399673913045,0.3804347826086957,4.0,0.3804347826086957,92.0,-16546,0.0894476006285507,0.5725847271056428,0.6803211845067775,0.4489622731076524,0.9285714285714286,0.6428571428571429,0,100307
17.0,0.8888888888888888,-1622.5555555555557,45.44444444444444,21034.346294117648,20012.71182352941,21028.07488235294,21028.07488235294,0.1411764705882353,3.0,0.1529411764705882,85.0,-15076,0.3261475192358716,0.5676236351849678,0.5759247800821108,0.6894791426446275,1.0,1.0,0,100316
26.571428571428573,0.5333333333333333,-1179.0,26.33333333333333,221426.94375,216493.41375,219267.50625,219267.50625,3.571428571428572,24.0,6.25,8.0,-10615,0.1409326424870466,0.1370623458708673,0.3241738848541972,0.4866531565147181,1.0,0.5,0,100403
75.5,0.6666666666666666,-1419.5,47.0,6342.327692307693,5857.961538461538,5878.966153846153,5878.966153846153,0.5,14.0,1.9230769230769231,13.0,-11935,0.4480938416422287,0.5410690598964915,0.5238795035201189,0.6446794549585961,0.95,0.75,0,100478
38.6,0.5833333333333334,-1555.0833333333333,39.25,1186.5785294117647,1146.756176470588,1184.365588235294,1184.365588235294,0.0,3.0,0.2941176470588235,17.0,-19484,0.2001129131595155,0.5427060571940289,0.6953905500360134,0.6738300778602003,1.0,0.5,0,100581
25.0,0.4,-627.0,17.0,7775.011588235294,7278.466764705883,7773.764823529412,7773.764823529412,0.1647058823529411,4.0,0.1647058823529411,85.0,-12265,0.2509580105992662,0.6944670296522197,0.7094757062024096,0.0920128093981064,0.7,0.1,0,100635
8.75,0.4285714285714285,-1237.571428571429,25.285714285714285,255353.42454545453,247076.9263636364,254211.2427272727,254211.2427272727,0.7272727272727273,11.0,6.181818181818182,11.0,-12394,0.0688236243343553,0.1536342416522838,0.449853732176069,0.375711009574066,1.0,0.5,0,100653
20.0,0.1666666666666666,-805.1666666666666,20.666666666666668,55897.06653409091,53704.25897727273,55895.45829545455,55895.45829545455,0.0689655172413793,1.0,0.0795454545454545,88.0,-16781,0.3508730111435552,0.4796235677179963,0.4163432826956263,0.3296550543128238,0.5,0.5,0,100681
20.5,0.6666666666666666,-967.5,30.33333333333333,368998.15628571424,352433.1882857143,367063.0238571429,367063.0238571429,0.9714285714285714,15.0,0.9714285714285714,35.0,-20020,0.1061438561438561,0.7529287029018897,0.6596075086611579,0.5549467685334323,1.0,0.875,0,100685
15.0,0.0,-435.3333333333333,15.0,6477.259602272727,6118.873465909091,6424.573806818182,6446.051079545455,0.036144578313253,3.0,0.034090909090909,88.0,-16194,0.0815734222551562,0.6471397470606013,0.6810531410343084,0.5280927512030451,0.6,0.6,0,100722
25.0,0.8571428571428571,-1463.0,42.142857142857146,339605.80411764706,327736.0085294118,336506.9823529412,336506.9823529412,0.4705882352941176,23.0,6.352941176470588,17.0,-16290,0.2917127071823204,0.3655238490112184,0.7772283250141669,0.5226973172821112,1.0,1.0,0,100759
23.6,0.5,-1031.1,27.0,291423.6553125,281385.48,290573.5303125,290573.5303125,0.2083333333333333,2.0,0.2291666666666666,48.0,-19311,0.0266169540676298,0.5645838928447929,0.343727656125971,0.326475210066026,0.5833333333333334,0.5833333333333334,1,100796
8.25,0.5,-803.875,27.125,230420.0385,225863.166375,229814.5635,229814.5635,0.95,6.0,0.975,40.0,-11667,0.435073283620468,0.3769622832210385,0.5570940435942876,0.6178261467332483,0.6923076923076923,0.3076923076923077,0,100842
18.0,0.5,-897.3333333333334,19.33333333333333,2852.2895294117648,2726.685,2853.083647058824,2853.083647058824,0.0,1.0,0.0117647058823529,85.0,-13176,0.13091985428051,0.4231235564923376,0.2474814095146677,0.6380435278721609,0.5555555555555556,0.5555555555555556,0,100853
15.0,0.0,-572.0,15.0,437999.985,429701.5866666666,438526.1583333333,438526.1583333333,0.36,11.0,1.2962962962962965,27.0,-14004,0.1715224221650957,0.8738990399798535,0.558863072697854,0.3893387918468769,0.8,0.6,0,100859
28.0,0.0,-840.0,28.0,35568.637500000004,33950.84859375,35559.995625,35559.995625,0.0625,2.0,0.0729166666666666,96.0,-13765,0.1312023247366509,0.5223584928250413,0.5789341567637026,0.6430255641096323,1.0,1.0,0,100920
29.0,0.3333333333333333,-1393.6666666666667,35.0,157595.31999999998,151325.92666666667,156593.97833333333,156593.97833333333,0.7037037037037037,6.0,1.0740740740740742,27.0,-12406,0.0773819119780751,0.1992170096488218,0.7296613543091935,0.6092756673894402,0.8571428571428571,0.7142857142857143,0,100935
7.5,0.6,-1138.0,19.8,401008.7712162162,383938.5964864865,398927.43486486486,398927.43486486486,0.6756756756756757,9.0,1.108108108108108,37.0,-14471,0.0513440674452353,0.7055608697228873,0.7464284647299886,0.4884551844437485,1.0,0.8,0,101003
16.0,0.8,-1106.2,37.0,123103.08,118475.983125,122171.5575,122171.5575,0.5625,3.0,0.5625,16.0,-15787,0.3510483309051751,0.2405568391561073,0.6300926656844718,0.7801436381572275,1.0,0.5,0,101074
12.666666666666666,0.6666666666666666,-1215.3333333333333,23.88888888888889,105021.02365384616,100125.63115384616,104440.38519230769,104440.38519230769,0.6666666666666666,8.0,0.7051282051282052,78.0,-15175,0.2007248764415156,0.4935547528006813,0.4102190440498561,0.5136937663039473,1.0,0.8888888888888888,0,101134
28.5,0.6,-1212.8,40.4,209283.8528571429,203694.48642857143,208899.42428571428,208899.42428571428,0.3571428571428571,7.0,2.7857142857142856,14.0,-10560,0.0758522727272727,0.26009193133393,0.2939875845022613,0.5867400085415683,0.6,0.6,0,101221
8.0,0.8571428571428571,-1685.142857142857,43.35714285714285,134360.2265625,129598.99078125,134318.9803125,134318.9803125,0.34375,10.0,0.6145833333333334,96.0,-11686,0.2355810371384562,0.7325607282964622,0.5754707448786739,0.4974688893052743,0.8571428571428571,0.8571428571428571,0,101405
16.0,0.0,-472.0,16.0,21764.22967741936,20234.58241935484,20593.531451612904,20593.531451612904,1.25,10.0,1.4516129032258065,31.0,-14034,0.1410859341598974,0.2826947000851005,0.2498387187994675,0.5531646987710016,0.7222222222222222,0.7222222222222222,0,101447
36.0,0.0,-1075.5,36.0,51785.7525,50873.46088235294,51554.92897058823,51554.92897058823,0.2352941176470588,4.0,0.2352941176470588,34.0,-9790,0.1032686414708886,0.321504659374288,0.3342709979924265,0.4329616670974407,0.8,0.7,0,101455
20.666666666666668,0.4,-857.8,28.6,145679.353125,139067.5340625,145592.24296874998,145592.24296874998,0.7083333333333334,5.0,0.9895833333333334,96.0,-21766,0.2327023798584949,0.8277403219988535,0.6293074142204605,0.5937175866150576,1.0,1.0,0,101461
8.0,0.9090909090909092,-826.3636363636364,13.181818181818182,164984.18785714285,158401.2182142857,162394.4442857143,162394.4442857143,1.4615384615384617,11.0,2.571428571428572,14.0,-11425,0.209015317286652,0.3719247462489171,0.6083019440819857,0.5656079814115492,0.6666666666666666,0.5,0,101485
22.0,0.5,-1017.0,33.75,67153.28184782609,64153.86994565218,67145.41076086956,67145.41076086956,0.4456521739130434,14.0,0.4456521739130434,92.0,-21780,0.0541322314049586,0.6444343153734804,0.6863023931962224,0.501075160239048,0.5,0.25,0,101534
44.0,0.8333333333333334,-1778.5,54.0,321055.56658536586,311391.0351219512,319611.61536585365,319611.61536585365,1.1219512195121952,13.0,1.1219512195121952,41.0,-16121,0.1171143229328205,0.8582856604560133,0.5122999166138944,0.6594055320683344,1.0,1.0,0,101549
35.4,0.6666666666666666,-1293.3333333333333,43.0,33488.61347368421,31802.380578947366,33486.99347368421,33486.99347368421,0.1894736842105263,5.0,0.2,95.0,-14153,0.0127181516286299,0.1650346595815533,0.233755206951475,0.5136937663039473,0.75,0.75,0,101773
3.0,0.0,-59.0,3.0,158493.30136363636,151572.22772727272,156424.1809090909,156424.1809090909,0.0909090909090909,11.0,3.909090909090909,11.0,-8350,0.0974850299401197,0.1819933729910798,0.6045807178143072,0.2314393514998941,1.0,0.5,0,101815
30.5,0.6,-1567.0,35.5,62458.23428571428,59865.92571428571,62175.1275,62175.1275,0.5238095238095238,10.0,0.6666666666666666,42.0,-19173,0.2701715954728003,0.0340618508707182,0.3071150636414599,0.4418358231994413,1.0,1.0,0,101955
6.363636363636363,0.4210526315789473,-653.7894736842105,10.0,24530.69111111111,23014.345,24287.69777777778,24287.69777777778,0.0512820512820512,2.0,0.0493827160493827,81.0,-13274,0.1537592285671237,0.2090498374051232,0.711347182362802,0.2405414172860865,0.8,0.8,1,101981
28.0,0.6875,-1699.8125,54.0,37061.949375,35410.366875,36981.1959375,36981.1959375,0.1354166666666666,4.0,0.2291666666666666,96.0,-22487,0.054031218037088,0.7267510046459557,0.718836053974528,0.2837118826350007,0.8181818181818182,0.7272727272727273,0,102138
5.25,0.5,-844.125,24.625,141005.954,136989.96800000002,140587.354,140587.354,0.3333333333333333,27.0,1.288888888888889,45.0,-15222,0.2615293653921955,0.2762071600799789,0.541818650818969,0.5495965024956946,0.8333333333333334,0.8333333333333334,0,102139
19.0,0.6666666666666666,-870.3333333333334,28.33333333333333,52105.52942307693,50022.667211538464,51743.10634615385,51743.10634615385,1.3333333333333333,25.0,1.0384615384615383,52.0,-13183,0.0612910566638853,0.4391563057424766,0.3123559544903636,0.2622489709189549,0.6571428571428571,0.2857142857142857,1,102217
